title,year,author,journal,doi,type,issn,shortname,journal_short,publisher,issue,volume,page,published,subject,abstract,licence,pmid,keyword,pmcid
Alpha-globin variation does not predict avian malaria infection in the West Indian Bananaquit (Coereba flaveola),2023.0,"[{'family': 'Meghann B. Humphries', 'name': 'Meghann B. Humphries'}, {'family': 'Robert E. Ricklefs', 'name': 'Robert E. Ricklefs'}]",Journal of Caribbean Ornithology,10.55431/jco.2023.36.1-16,journal-article,"['1544-4953', '1544-4953']",JCO,JCO,BirdsCaribbean,,36,1-16,2023-02-06,,"&#x0D;
Abstract  Infection by lineages of avian malaria parasites (Apicomplexa: Haemosporida) varies geographically, and some lineages exhibit disjunct distributions. These patterns might be related to differential resistance among host populations reflecting intrinsic characteristics of both the host and the pathogen. In hematophagous parasites in particular, the structure of host hemoglobin can influence parasite development and reproduction. Though variation in avian hemoglobin has been documented across altitudinal gradients, little is known about hemoglobin variation as it relates to infection by the parasites causing avian malaria. We sequenced the αA-globin subunit of the Bananaquit (Coereba flaveola), and related sequence variation to avian malaria infection frequency and parasite lineage identity. We found no association between αA-globin haplotype and infection by particular parasite lineages among all locations, nor any protective association between globin haplotype frequency and the proportion of individuals infected within populations. Phylogeographic structure and genetic variation at the αA-globin locus, including a highly variable intron, is largely concordant with the mitochondrial cytochrome b locus for these same populations, supporting this marker as an independent and variable target with potential application in biogeographic analyses.&#x0D;
&#x0D;
&#x0D;
Keywords  alpha-globin, avian malaria, Bananaquit, Coereba flaveola, West Indies&#x0D;
&#x0D;
&#x0D;
Resumen  La variación de la globina alfa no predice la infección por malaria aviar en Coereba flaveola • La infección por linajes de parásitos de la malaria aviar (Apicomplexa: Haemosporida) varía geográficamente y algunos linajes exhiben distribuciones discontinuas. Estos patrones podrían estar relacionados con la resistencia diferencial entre las poblaciones de huéspedes, y reflejan las características intrínsecas tanto del huésped como del patógeno. En los parásitos hematófagos, en particular, la estructura de la hemoglobina del huésped puede influir en el desarrollo y la reproducción del parásito. Aunque se ha documentado la variación de la hemoglobina aviar a través de gradientes altitudinales, se sabe poco sobre su variación en relación con la infección por los parásitos que causan la malaria aviar. Secuenciamos la subunidad de globina αA de Coereba flaveola y relacionamos la variación de la secuencia con la frecuencia de infección por malaria aviar y la identidad del linaje del parásito. No encontramos ninguna asociación entre el haplotipo de globina αA y la infección por determinados linajes de parásitos entre localidades; ni ninguna asociación protectora entre la frecuencia del haplotipo de globina y la proporción de individuos infectados dentro de las poblaciones. La estructura filogeográfica y la variación genética en el locus de la globina αA, que incluye un intrón muy variable, concuerdan en gran medida con el locus del citocromo b mitocondrial para estas mismas poblaciones; lo que respalda a este marcador como un objetivo independiente y variable con aplicación potencial en análisis biogeográficos.&#x0D;
&#x0D;
&#x0D;
Palabras clave  Caribe Insular, Coereba flaveola, globina alfa, malaria aviar &#x0D;
&#x0D;
&#x0D;
Résumé  La variation de l’alpha-globine ne permet pas de prédire l’infection par le paludisme aviaire chez le Sucrier à ventre jaune (Coereba flaveola) • L’infection par des lignées de parasites responsables du paludisme aviaire (Apicomplexa: Haemosporida) varie géographiquement, et certaines lignées présentent des répartitions disjointes. Ces schémas pourraient être liés à une résistance différentielle entre les populations d’hôtes reflétant des caractéristiques intrinsèques à la fois de l’hôte et du pathogène. Dans le cas particulier des parasites hématophages, la structure de l’hémoglobine de l’hôte peut influer sur le développe- ment et la reproduction du parasite. Bien que la variation de l’hémoglobine aviaire ait été documentée en fonction des gradients altitudinaux, peu de choses sont connues sur la variation de l’hémoglobine en relation avec l’infection par les parasites responsables du paludisme aviaire. Nous avons séquencé la sous-unité αA-globine du Sucrier à ventre jaune (Coereba flaveola), et nous avons mis en relation la variation de la séquence avec la fréquence d’infection du paludisme aviaire et l’identité de la lignée parasitaire. Nous n’avons trouvé aucune association entre l’haplotype αA-globine et l’infection par des lignées parasitaires particulières en fonction des sites, ni aucune association protectrice entre la fréquence de l’haplotype globine et la proportion d’individus infectés au sein des populations. La structure phylogéographique et la variation génétique au locus de l’αA-globine, y compris un intron hautement variable, est largement concordante avec le locus du cytochrome b mitochondrial pour ces mêmes populations, indiquant ce marqueur comme une cible indépendante et variable pouvant avoir une application potentielle dans les analyses biogéographiques.&#x0D;
&#x0D;
Mots clés  alpha-globine, Antilles, Coereba flaveola, paludisme aviaire, Sucrier à ventre jaune",cc-by,,,
First Opinion: Clarissa Uses Mathematics to Seek Slumber in Sheep Won't Sleep,,,,,,,,,,,,,,,,,,,
Racial discrimination and substance use among African American youth: Personal and collective self-esteem as mechanisms,2022.0,"[{'given': 'Queenisha J.', 'family': 'Crichlow', 'name': 'Queenisha J. Crichlow'}, {'given': 'Devin E.', 'family': 'Banks', 'name': 'Devin E. Banks'}, {'given': 'Ian', 'family': 'Carson', 'name': 'Ian Carson'}, {'given': 'Sycarah', 'family': 'Fisher', 'name': 'Sycarah Fisher'}, {'given': 'Jessica V.', 'family': 'Barnes-Najor', 'name': 'Jessica V. Barnes-Najor'}, {'given': 'Tamika C. B.', 'family': 'Zapolski', 'name': 'Tamika C. B. Zapolski'}]",Journal of Ethnicity in Substance Abuse,10.1080/15332640.2022.2050873,journal-article,"['1533-2640', '1533-2659']",Journal of Ethnicity in Substance Abuse,Journal of Ethnicity in Substance Abuse,Informa UK Limited,,,1-14,2022-03-27,"['Health (social science)', 'Medicine (miscellaneous)']",,,,,
Feasibility and acceptability of texting school-aged adolescents to assess daily substance use among community-based Black and White youth,2022.0,"[{'given': 'Devin E.', 'family': 'Banks', 'name': 'Devin E. Banks'}, {'given': 'Kanila L.', 'family': 'Brown', 'name': 'Kanila L. Brown'}, {'given': 'Ryan W.', 'family': 'Carpenter', 'name': 'Ryan W. Carpenter'}]",Addictive Behaviors,10.1016/j.addbeh.2022.107455,journal-article,['0306-4603'],Addictive Behaviors,Addictive Behaviors,Elsevier BV,,135,107455,2022-12-01,"['Psychiatry and Mental health', 'Toxicology', 'Clinical Psychology', 'Medicine (miscellaneous)']",,,,,
The differential role of gender-specific and -non-specific normative perceptions on substance use and risky sexual behavior among emerging adults,,,,,,,,,,,,,,,,,,,
Outcomes of State Targeted/Opioid Response grants and the Medication First approach: Evidence of racial inequities in improved treatment access and retention,2023.0,"[{'given': 'Rachel', 'family': 'Winograd', 'name': 'Rachel Winograd'}, {'given': 'Zach', 'family': 'Budesa', 'name': 'Zach Budesa'}, {'given': 'Devin', 'family': 'Banks', 'name': 'Devin Banks'}, {'given': 'Ryan', 'family': 'Carpenter', 'name': 'Ryan Carpenter'}, {'given': 'Claire A.', 'family': 'Wood', 'name': 'Claire A. Wood'}, {'given': 'Alex', 'family': 'Duello', 'name': 'Alex Duello'}, {'given': 'Paul', 'family': 'Thater', 'name': 'Paul Thater'}, {'given': 'Christine', 'family': 'Smith', 'name': 'Christine Smith'}]",Substance Abuse,10.1177/08897077231186213,journal-article,"['0889-7077', '1547-0164']",Substance Abuse,Substance Abuse,SAGE Publications,3,44,184-195,2023-07-01,"['Psychiatry and Mental health', 'Medicine (miscellaneous)']","Background: Since 2017, Missouri has increased access to medication for opioid use disorder (OUD) within the State’s publicly-funded substance use specialty treatment system through a “Medication First” approach. Results from a statewide assessment of the first year of State Targeted Response implementation showed increases and improvements in overall treatment admissions, medication utilization, and treatment retention. The current study, which focuses on the St. Louis region, the epicenter of Missouri’s overdose crisis, examines whether improvements were experienced equally among Black and White clients. Methods: This study is a retrospective analysis using state-level billing records for individuals with OUD receiving services through publicly-funded substance use treatment programs between July 1, 2016, and June 30, 2019, with claimed services updated through November 1, 2020. Comparisons across time periods, treatment groups, and Black and White clients were assessed using chi-square tests of independence and multivariate negative binomial regressions. Results: White individuals in St. Louis experienced larger increases in treatment admissions and utilization of medications for OUD than Black individuals, and Black clients were retained in treatment for shorter lengths of time than White clients. Conclusion: In Missouri, rates of drug overdose deaths are more than three times higher for Black people than White people. Racial inequities in OUD treatment utilization and retention must be intentionally targeted and corrected as one component of reducing this sizable disparity in fatalities. ",,,,
Does a Crossover Age Effect Exist for African American and Hispanic Binge Drinkers,2017.0,"[{'given': 'Tamika C B', 'family': 'Zapolski', 'name': 'Tamika C B Zapolski'}, {'given': 'Patrick', 'family': 'Baldwin', 'name': 'Patrick Baldwin'}, {'given': 'Devin E', 'family': 'Banks', 'name': 'Devin E Banks'}, {'given': 'Timothy E', 'family': 'Stump', 'name': 'Timothy E Stump'}]","Alcoholism, clinical and experimental research",10.1111/acer.13380,journal-article,0145-6008,Alcohol Clin Exp Res,Alcohol Clin Exp Res,Wiley,6,41,1129-1136,2017-06-01,"['Psychiatry and Mental health', 'Toxicology', 'Medicine (miscellaneous)']","<h4>Background</h4>Among general population studies, lower rates of binge drinking tend to be found among African Americans and Hispanics compared to Whites. However, among older adult populations, minority groups have been shown to be at higher risk for binge drinking, suggesting the presence of a crossover effect from low to high risk as a function of age. To date, limited research has examined the crossover effect among African American and Hispanic populations compared to non-Hispanic Whites across large developmental time frames or explored variation in risk based on income or gender. This study aimed to fill these gaps in the literature.<h4>Methods</h4>Data were compiled from the 2010 to 2013 National Survey on Drug Use and Health surveys, which provide annual, nationally representative data on substance use behaviors among individuals aged 12 and older. Hispanic, non-Hispanic African American, and non-Hispanic White respondents were included (N = 205,198) in the analyses.<h4>Results</h4>A crossover effect was found for African American males and females among the lowest income level (i.e., incomes less than $20,000). Specifically, after controlling for education and marital status, compared to Whites, risk for binge drinking was lower for African American males at ages 18 to 24 and for females at ages 18 to 34, but higher for both African American males and females at ages 50 to 64. No crossover effect was found for Hispanic respondents.<h4>Conclusions</h4>Although African Americans are generally at lower risk for binge drinking, risk appears to increase disproportionately with age among those who are impoverished. Explanatory factors, such as social determinants of health prevalent within low-income African American communities (e.g., lower education, violence exposure, housing insecurity) and potential areas for intervention programming are discussed.",,28423479.0,"['life span', 'Income', 'Binge Drinking', 'African American', 'Hispanic', 'Humans', 'Substance-Related Disorders', 'Health Surveys', 'Cross-Sectional Studies', 'Cross-Over Studies', 'Age Factors', 'Adolescent', 'Adult', 'Aged', 'Middle Aged', 'Female', 'Male', 'Young Adult', 'Hispanic or Latino', 'White People', 'Black or African American']",PMC5490378
"Perceived Police Injustice, Moral Disengagement, and Aggression Among Juvenile Offenders: Utilizing the General Strain Theory Model",2018.0,"[{'given': 'Tamika C. B.', 'family': 'Zapolski', 'name': 'Tamika C. B. Zapolski'}, {'given': 'Devin E.', 'family': 'Banks', 'name': 'Devin E. Banks'}, {'given': 'Katherine S. L.', 'family': 'Lau', 'name': 'Katherine S. L. Lau'}, {'given': 'Matthew C.', 'family': 'Aalsma', 'name': 'Matthew C. Aalsma'}]",Child Psychiatry &amp; Human Development,10.1007/s10578-017-0750-z,journal-article,"['0009-398X', '1573-3327']",Child Psychiatry Hum Dev,Child Psychiatry Hum Dev,Springer Science and Business Media LLC,2,49,290-297,2018-04-01,"['Psychiatry and Mental health', 'Developmental and Educational Psychology', 'Pediatrics, Perinatology and Child Health']",,,,,
Examination of the indirect effect of alcohol expectancies on ethnic identity and adolescent drinking outcomes,2019.0,"[{'given': 'Devin E.', 'family': 'Banks', 'name': 'Devin E. Banks'}, {'given': 'Rahissa D.', 'family': 'Winningham', 'name': 'Rahissa D. Winningham'}, {'given': 'Wei', 'family': 'Wu', 'name': 'Wei Wu'}, {'given': 'Tamika C. B.', 'family': 'Zapolski', 'name': 'Tamika C. B. Zapolski'}]",American Journal of Orthopsychiatry,10.1037/ort0000390,journal-article,"['1939-0025', '0002-9432']",American Journal of Orthopsychiatry,American Journal of Orthopsychiatry,American Psychological Association (APA),5,89,600-608,2019-01-01,"['Psychiatry and Mental health', 'Psychology (miscellaneous)', 'Arts and Humanities (miscellaneous)', 'Developmental and Educational Psychology']",,,,,
Why now,,,,,,,,,,,,,,,,,,,
"Commentary on  Furr-Holden et al. 2020: As opioid overdose deaths accelerate among Black Americans, COVID-19 widens inequities: A critical need to invest in community-based approaches. Addiction.",,,,,,,,,,,,,,,,,,,
Impact of the COVID-19 pandemic on burnout and perceived workplace quality among addiction treatment providers,2023.0,"[{'given': 'Andrea', 'family': 'Fentem', 'name': 'Andrea Fentem'}, {'given': 'Raven', 'family': 'Riordan', 'name': 'Raven Riordan'}, {'given': 'Christine', 'family': 'Doroshenko', 'name': 'Christine Doroshenko'}, {'given': 'Xiao', 'family': 'Li', 'name': 'Xiao Li'}, {'given': 'Erin', 'family': 'Kasson', 'name': 'Erin Kasson'}, {'given': 'Devin', 'family': 'Banks', 'name': 'Devin Banks'}, {'given': 'Rachel P.', 'family': 'Winograd', 'name': 'Rachel P. Winograd'}, {'given': 'Patricia', 'family': 'Cavazos-Rehg', 'name': 'Patricia Cavazos-Rehg'}]",Addiction Science &amp; Clinical Practice,10.1186/s13722-023-00361-6,journal-article,['1940-0640'],Addict Sci Clin Pract,Addict Sci Clin Pract,Springer Science and Business Media LLC,1,18,,2023-01-20,['General Medicine'],"Abstract
                Background
                This study examines the impact of the COVID-19 pandemic on work satisfaction, work-related stress, and perceived work quality among substance use treatment providers to better understand challenges faced among this group during the pandemic.
              
                Methods
                Participants of this study were 91 addiction treatment providers (e.g., therapists, physicians, community support specialists, administrative staff) recruited from various treatment facilities (e.g., inpatient and outpatient settings). Mixed method analyses were conducted to assess self-reported burnout, sources of work-related stress, and perceived work quality during the pandemic. Responses from providers reporting COVID-19 related decreases in work quality were compared to responses from providers who reported their quality of work had increased or remained the same.
              
                Results
                Results demonstrated half of providers (51%) reported their quality of work had decreased. This perceived decrease in quality of work was associated with higher levels of emotional exhaustion (M = 17.41 vs. M = 12.48, p = 0.002), workplace stress (M = 42.80 vs. M = 30.84, p = 0.001), as well as decreased enjoyment of work (83% vs. 51%, p = 0.001) and decreased personal accomplishment (M = 20.64 vs. M = 23.05 p = 0.001). Qualitative investigations further illustrated that increased hours, changes in work schedules, work-life balance challenges, difficulties with client communication, and increased client needs were contributing factors increasing stress/burnout and decreasing perceived work quality.
              
                Conclusions
                Addiction treatment providers experience high levels of burnout and workplace stress. Additionally, many individuals perceived a decrease in their quality of work during the COVID-19 pandemic. Addiction treatment facility administration should address these challenges to support the well-being of clinical staff and the clients they serve both during and after the COVID-19 pandemic.
              ",cc-by-4.0,,,
